WorkerId|WorkTimeInSeconds|Query|URL|Relevance
46645469|42|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/2009/01/questions_about_the_home_valua_1.html|2
58521720|10|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/2009/01/questions_about_the_home_valua_1.html|3
15936088|41|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/2009/01/questions_about_the_home_valua_1.html|2
90323410|64|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/2009/01/questions_about_the_home_valua_1.html|1
15936088|32|kcs|http://www.kcscorp.jp/en/index.html|0
89410112|30|kcs|http://www.kcscorp.jp/en/index.html|0
58521720|24|kcs|http://www.kcscorp.jp/en/index.html|0
46413109|10|kcs|http://www.kcscorp.jp/en/index.html|0
20102457|16|kcs|http://www.kcscorp.jp/en/index.html|0
58521720|23|cheap internet|http://www.cheap-56k.com/dial-up-internet.shtml|0
90323410|21|cheap internet|http://www.cheap-56k.com/dial-up-internet.shtml|-1
89410112|23|cheap internet|http://www.cheap-56k.com/dial-up-internet.shtml|-1
15936088|32|cheap internet|http://www.cheap-56k.com/dial-up-internet.shtml|0
46413109|35|cheap internet|http://www.cheap-56k.com/dial-up-internet.shtml|-1
15936088|18|appraisals|http://en.wikipedia.org/wiki/Property_value|3
89410112|26|appraisals|http://en.wikipedia.org/wiki/Property_value|3
17857039|39|appraisals|http://en.wikipedia.org/wiki/Property_value|0
90276315|20|appraisals|http://en.wikipedia.org/wiki/Property_value|3
20102457|22|appraisals|http://en.wikipedia.org/wiki/Property_value|0
90323410|36|cheap internet|http://isp1.us/|3
15936088|34|cheap internet|http://isp1.us/|2
46413109|7|cheap internet|http://isp1.us/|3
89410112|31|cheap internet|http://isp1.us/|1
58521720|66|cheap internet|http://isp1.us/|1
90323410|58|appraisals|http://en.wikipedia.org/wiki/Property_valuation|0
89410112|21|appraisals|http://en.wikipedia.org/wiki/Property_valuation|3
83043548|52|appraisals|http://en.wikipedia.org/wiki/Property_valuation|2
46413109|91|appraisals|http://en.wikipedia.org/wiki/Property_valuation|3
15936088|16|appraisals|http://en.wikipedia.org/wiki/Property_valuation|3
90323410|34|appraisals|http://www.appraisalgroupofamerica.com/customerService.htm|-1
15936088|16|appraisals|http://www.appraisalgroupofamerica.com/customerService.htm|-1
46413109|9|appraisals|http://www.appraisalgroupofamerica.com/customerService.htm|-1
89410112|20|appraisals|http://www.appraisalgroupofamerica.com/customerService.htm|-1
58521720|11|appraisals|http://www.appraisalgroupofamerica.com/customerService.htm|2
90323410|31|appraisals|http://www.forsalebyowner.com/appraisal/|1
46413109|9|appraisals|http://www.forsalebyowner.com/appraisal/|3
15936088|27|appraisals|http://www.forsalebyowner.com/appraisal/|0
20102457|22|appraisals|http://www.forsalebyowner.com/appraisal/|2
89410112|36|appraisals|http://www.forsalebyowner.com/appraisal/|2
15936088|20|cheap internet|http://www.cheap-56k.com/cheap-isdn.shtml|0
89410112|16|cheap internet|http://www.cheap-56k.com/cheap-isdn.shtml|-1
20102457|18|cheap internet|http://www.cheap-56k.com/cheap-isdn.shtml|0
90276315|15|cheap internet|http://www.cheap-56k.com/cheap-isdn.shtml|0
58521720|34|cheap internet|http://www.cheap-56k.com/cheap-isdn.shtml|0
15936088|56|appraisals|http://www.thetruthaboutmortgage.com/appraisals-and-appraised-value/|3
46413109|10|appraisals|http://www.thetruthaboutmortgage.com/appraisals-and-appraised-value/|0
90323410|40|appraisals|http://www.thetruthaboutmortgage.com/appraisals-and-appraised-value/|2
77670590|32|appraisals|http://www.thetruthaboutmortgage.com/appraisals-and-appraised-value/|3
58521720|19|appraisals|http://www.thetruthaboutmortgage.com/appraisals-and-appraised-value/|0
58521720|39|appraisals|http://www.am-appraisals.co.cc/da|3
20102457|27|appraisals|http://www.am-appraisals.co.cc/da|0
15936088|56|appraisals|http://www.am-appraisals.co.cc/da|2
90276315|32|appraisals|http://www.am-appraisals.co.cc/da|-1
89410112|22|appraisals|http://www.am-appraisals.co.cc/da|3
46413109|7|appraisals|http://en.wikipedia.org/wiki/Real_estate_apraisal|2
90323410|63|appraisals|http://en.wikipedia.org/wiki/Real_estate_apraisal|3
89410112|17|appraisals|http://en.wikipedia.org/wiki/Real_estate_apraisal|0
15936088|14|appraisals|http://en.wikipedia.org/wiki/Real_estate_apraisal|1
90276315|9|appraisals|http://en.wikipedia.org/wiki/Real_estate_apraisal|3
58521720|18|toilet|http://www.toiletology.com/sloan.shtml|3
47453190|11|toilet|http://www.toiletology.com/sloan.shtml|3
20102457|25|toilet|http://www.toiletology.com/sloan.shtml|3
89410112|26|toilet|http://www.toiletology.com/sloan.shtml|2
15936088|48|toilet|http://www.toiletology.com/sloan.shtml|2
31742056|60|cheap internet|http://www.all-free-isp.com/new-jersey-access.php|3
46645469|31|cheap internet|http://www.all-free-isp.com/new-jersey-access.php|3
58521720|12|cheap internet|http://www.all-free-isp.com/new-jersey-access.php|3
89410112|16|cheap internet|http://www.all-free-isp.com/new-jersey-access.php|3
90276315|14|cheap internet|http://www.all-free-isp.com/new-jersey-access.php|2
20102457|18|cheap internet|http://www.broadbandsuppliers.co.uk/|3
34856126|25|cheap internet|http://www.broadbandsuppliers.co.uk/|3
15936088|25|cheap internet|http://www.broadbandsuppliers.co.uk/|2
89410112|60|cheap internet|http://www.broadbandsuppliers.co.uk/|3
58521720|20|cheap internet|http://www.broadbandsuppliers.co.uk/|3
15936088|38|appraisals|http://www.pabulletin.com/secure/data/vol37/37-29/1275.html|2
42495638|66|appraisals|http://www.pabulletin.com/secure/data/vol37/37-29/1275.html|3
58521720|25|appraisals|http://www.pabulletin.com/secure/data/vol37/37-29/1275.html|2
20102457|61|appraisals|http://www.pabulletin.com/secure/data/vol37/37-29/1275.html|1
90323410|56|appraisals|http://www.pabulletin.com/secure/data/vol37/37-29/1275.html|0
46413109|8|kcs|http://en.wikipedia.org/wiki/Kansas_City_Southern_Railway_Company|1
90276315|26|kcs|http://en.wikipedia.org/wiki/Kansas_City_Southern_Railway_Company|3
58521720|10|kcs|http://en.wikipedia.org/wiki/Kansas_City_Southern_Railway_Company|0
89410112|15|kcs|http://en.wikipedia.org/wiki/Kansas_City_Southern_Railway_Company|3
15936088|176|kcs|http://en.wikipedia.org/wiki/Kansas_City_Southern_Railway_Company|3
58521720|8|kcs|http://en.wikipedia.org/wiki/Cities_served_by_KCS|3
90276315|33|kcs|http://en.wikipedia.org/wiki/Cities_served_by_KCS|1
46413109|8|kcs|http://en.wikipedia.org/wiki/Cities_served_by_KCS|2
15936088|28|kcs|http://en.wikipedia.org/wiki/Cities_served_by_KCS|3
89410112|74|kcs|http://en.wikipedia.org/wiki/Cities_served_by_KCS|2
97321973|120|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/appraisal_pressure/|2
15936088|17|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/appraisal_pressure/|2
58521720|26|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/appraisal_pressure/|3
90276315|12|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/appraisal_pressure/|1
20102457|22|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/appraisal_pressure/|3
89410112|42|toilet|http://compostingtoilet.org/news/|2
58521720|18|toilet|http://compostingtoilet.org/news/|3
55983228|103|toilet|http://compostingtoilet.org/news/|1
90276315|46|toilet|http://compostingtoilet.org/news/|1
15936088|34|toilet|http://compostingtoilet.org/news/|2
48799414|21|cheap internet|http://www.cheapisp.com/|2
59022588|9|cheap internet|http://www.cheapisp.com/|3
89410112|24|cheap internet|http://www.cheapisp.com/|2
15936088|16|cheap internet|http://www.cheapisp.com/|3
58521720|30|cheap internet|http://www.cheapisp.com/|3
89410112|49|getting organized|http://en.wikipedia.org/wiki/Category:Years_in_organized_crime|1
46413109|291|getting organized|http://en.wikipedia.org/wiki/Category:Years_in_organized_crime|0
58521720|17|getting organized|http://en.wikipedia.org/wiki/Category:Years_in_organized_crime|0
55983228|39|getting organized|http://en.wikipedia.org/wiki/Category:Years_in_organized_crime|0
15936088|58|getting organized|http://en.wikipedia.org/wiki/Category:Years_in_organized_crime|2
89410112|21|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/2008/10/|2
55983228|30|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/2008/10/|2
46645469|27|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/2008/10/|2
20102457|13|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/2008/10/|2
90276315|16|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/2008/10/|1
92269849|36|cheap internet|http://www.1stopfreeshop.com/freeisp.htm|-1
58521720|27|cheap internet|http://www.1stopfreeshop.com/freeisp.htm|0
90276315|29|cheap internet|http://www.1stopfreeshop.com/freeisp.htm|0
15936088|29|cheap internet|http://www.1stopfreeshop.com/freeisp.htm|0
89410112|38|cheap internet|http://www.1stopfreeshop.com/freeisp.htm|0
58521720|14|kcs|http://www.kcshs.org/schedule/subs/images/history/kcs_hist.htm|3
48799414|11|kcs|http://www.kcshs.org/schedule/subs/images/history/kcs_hist.htm|2
89410112|24|kcs|http://www.kcshs.org/schedule/subs/images/history/kcs_hist.htm|3
46645469|13|kcs|http://www.kcshs.org/schedule/subs/images/history/kcs_hist.htm|2
90276315|39|kcs|http://www.kcshs.org/schedule/subs/images/history/kcs_hist.htm|2
41391716|165|toilet|http://www.toiletology.com/index.shtml|2
46413109|7|toilet|http://www.toiletology.com/index.shtml|1
58521720|21|toilet|http://www.toiletology.com/index.shtml|3
20102457|19|toilet|http://www.toiletology.com/index.shtml|3
15936088|38|toilet|http://www.toiletology.com/index.shtml|0
15936088|79|appraisals|http://www.appraisalscommunique.com/equipment-inspections-appraisals|1
46413109|65|appraisals|http://www.appraisalscommunique.com/equipment-inspections-appraisals|0
20102457|41|appraisals|http://www.appraisalscommunique.com/equipment-inspections-appraisals|0
90323410|61|appraisals|http://www.appraisalscommunique.com/equipment-inspections-appraisals|1
58521720|19|appraisals|http://www.appraisalscommunique.com/equipment-inspections-appraisals|3
46413109|17|cheap internet|http://logoku.co.cc/1/1008/|-1
89410112|32|cheap internet|http://logoku.co.cc/1/1008/|2
90323410|60|cheap internet|http://logoku.co.cc/1/1008/|-1
58521720|40|cheap internet|http://logoku.co.cc/1/1008/|0
15936088|95|cheap internet|http://logoku.co.cc/1/1008/|0
89410112|20|appraisals|http://realtors.enbuenosaires.com/property-appraisals-en.html|3
15936088|39|appraisals|http://realtors.enbuenosaires.com/property-appraisals-en.html|2
90276315|27|appraisals|http://realtors.enbuenosaires.com/property-appraisals-en.html|2
58521720|13|appraisals|http://realtors.enbuenosaires.com/property-appraisals-en.html|3
46413109|9|appraisals|http://realtors.enbuenosaires.com/property-appraisals-en.html|3
58521720|12|cheap internet|http://blackprof.com/bracey/caurina/bestsellers/buy-cheap-hydrocodone.html|0
46413109|9|cheap internet|http://blackprof.com/bracey/caurina/bestsellers/buy-cheap-hydrocodone.html|0
20102457|16|cheap internet|http://blackprof.com/bracey/caurina/bestsellers/buy-cheap-hydrocodone.html|0
89410112|29|cheap internet|http://blackprof.com/bracey/caurina/bestsellers/buy-cheap-hydrocodone.html|0
15936088|18|cheap internet|http://blackprof.com/bracey/caurina/bestsellers/buy-cheap-hydrocodone.html|0
41391716|193|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/fha/|2
46413109|16|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/fha/|2
15936088|15|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/fha/|2
20102457|15|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/fha/|3
58521720|24|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/fha/|1
89410112|20|appraisals|http://en.wikipedia.org/wiki/Land_valuation|3
90323410|51|appraisals|http://en.wikipedia.org/wiki/Land_valuation|1
46413109|34|appraisals|http://en.wikipedia.org/wiki/Land_valuation|3
15936088|18|appraisals|http://en.wikipedia.org/wiki/Land_valuation|0
58521720|13|appraisals|http://en.wikipedia.org/wiki/Land_valuation|1
90323410|41|cheap internet|http://1st.geocities.jp/geopages2006/isp.html|-1
89410112|50|cheap internet|http://1st.geocities.jp/geopages2006/isp.html|-1
77670590|29|cheap internet|http://1st.geocities.jp/geopages2006/isp.html|-1
15936088|38|cheap internet|http://1st.geocities.jp/geopages2006/isp.html|0
46413109|9|cheap internet|http://1st.geocities.jp/geopages2006/isp.html|-1
20102457|13|cheap internet|http://www.all-free-isp.com/478-georgia.php|2
96728344|135|cheap internet|http://www.all-free-isp.com/478-georgia.php|3
89410112|15|cheap internet|http://www.all-free-isp.com/478-georgia.php|3
15936088|13|cheap internet|http://www.all-free-isp.com/478-georgia.php|2
90276315|23|cheap internet|http://www.all-free-isp.com/478-georgia.php|2
15936088|29|cheap internet|http://www.moneysupermarket.com/broadband/|2
39383845|122|cheap internet|http://www.moneysupermarket.com/broadband/|3
58521720|24|cheap internet|http://www.moneysupermarket.com/broadband/|3
46413109|12|cheap internet|http://www.moneysupermarket.com/broadband/|3
90323410|43|cheap internet|http://www.moneysupermarket.com/broadband/|3
58521720|14|cheap internet|http://www.all-free-isp.com/937-ohio.php|3
15936088|13|cheap internet|http://www.all-free-isp.com/937-ohio.php|2
89410112|37|cheap internet|http://www.all-free-isp.com/937-ohio.php|2
90323410|17|cheap internet|http://www.all-free-isp.com/937-ohio.php|3
46413109|17|cheap internet|http://www.all-free-isp.com/937-ohio.php|3
15936088|42|appraisals|http://www.electronicappraiser.com/|2
58521720|17|appraisals|http://www.electronicappraiser.com/|3
90276315|12|appraisals|http://www.electronicappraiser.com/|1
89410112|36|appraisals|http://www.electronicappraiser.com/|0
20102457|30|appraisals|http://www.electronicappraiser.com/|2
15936088|16|kcs|http://www.kcshs.org/schedule/subs/images/history/histmain.htm|2
58521720|11|kcs|http://www.kcshs.org/schedule/subs/images/history/histmain.htm|3
20102457|24|kcs|http://www.kcshs.org/schedule/subs/images/history/histmain.htm|2
90323410|68|kcs|http://www.kcshs.org/schedule/subs/images/history/histmain.htm|3
46413109|22|kcs|http://www.kcshs.org/schedule/subs/images/history/histmain.htm|2
83043548|57|cheap internet|http://www.all-free-isp.com/712-iowa.php|3
89410112|17|cheap internet|http://www.all-free-isp.com/712-iowa.php|2
25264318|81|cheap internet|http://www.all-free-isp.com/712-iowa.php|3
58521720|504|cheap internet|http://www.all-free-isp.com/712-iowa.php|3
15936088|37|cheap internet|http://www.all-free-isp.com/712-iowa.php|2
46413109|7|appraisals|http://en.wikipedia.org/wiki/Land_value|3
58521720|9|appraisals|http://en.wikipedia.org/wiki/Land_value|3
15936088|42|appraisals|http://en.wikipedia.org/wiki/Land_value|3
90276315|12|appraisals|http://en.wikipedia.org/wiki/Land_value|3
20102457|18|appraisals|http://en.wikipedia.org/wiki/Land_value|3
46645469|24|kcs|http://navi.womanlink.net/-/002/002_002_001.html|0
49362642|42|kcs|http://navi.womanlink.net/-/002/002_002_001.html|0
55983228|25|kcs|http://navi.womanlink.net/-/002/002_002_001.html|0
58521720|13|kcs|http://navi.womanlink.net/-/002/002_002_001.html|0
89410112|16|kcs|http://navi.womanlink.net/-/002/002_002_001.html|0
58521720|20|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/2008/12/revised_home_valuation_code_of.html|3
20102457|11|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/2008/12/revised_home_valuation_code_of.html|3
84015713|84|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/2008/12/revised_home_valuation_code_of.html|1
89410112|35|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/2008/12/revised_home_valuation_code_of.html|2
15936088|44|appraisals|http://narblog1.realtors.org/mvtype/appraisalinsight/2008/12/revised_home_valuation_code_of.html|1
58521720|13|appraisals|http://www.appraiseall.com/what_is_an_appraisal.html|3
46413109|7|appraisals|http://www.appraiseall.com/what_is_an_appraisal.html|0
59022588|13|appraisals|http://www.appraiseall.com/what_is_an_appraisal.html|3
93522376|25|appraisals|http://www.appraiseall.com/what_is_an_appraisal.html|0
15936088|25|appraisals|http://www.appraiseall.com/what_is_an_appraisal.html|2
92269849|22|cheap internet|http://myfreedomdsl.com/internetaccessproviders/|2
58521720|33|cheap internet|http://myfreedomdsl.com/internetaccessproviders/|1
20102457|24|cheap internet|http://myfreedomdsl.com/internetaccessproviders/|2
15936088|42|cheap internet|http://myfreedomdsl.com/internetaccessproviders/|0
46645469|20|cheap internet|http://myfreedomdsl.com/internetaccessproviders/|2
89410112|33|cheap internet|http://ichiba.geocities.jp/yunqihao8/jpcity-1593.html|-1
90276315|51|cheap internet|http://ichiba.geocities.jp/yunqihao8/jpcity-1593.html|0
58521720|40|cheap internet|http://ichiba.geocities.jp/yunqihao8/jpcity-1593.html|0
46413109|11|cheap internet|http://ichiba.geocities.jp/yunqihao8/jpcity-1593.html|0
20102457|33|cheap internet|http://ichiba.geocities.jp/yunqihao8/jpcity-1593.html|-1
58521720|9|kcs|http://en.wikipedia.org/wiki/Texas_Mexican|3
34856126|101|kcs|http://en.wikipedia.org/wiki/Texas_Mexican|3
90323410|14|kcs|http://en.wikipedia.org/wiki/Texas_Mexican|2
46413109|9|kcs|http://en.wikipedia.org/wiki/Texas_Mexican|0
15936088|48|kcs|http://en.wikipedia.org/wiki/Texas_Mexican|2
89410112|31|toilet|http://www.catalogs.com/info/home-decor/what-is-a-composting-toilet.html|2
90276315|54|toilet|http://www.catalogs.com/info/home-decor/what-is-a-composting-toilet.html|1
58521720|11|toilet|http://www.catalogs.com/info/home-decor/what-is-a-composting-toilet.html|3
20102457|73|toilet|http://www.catalogs.com/info/home-decor/what-is-a-composting-toilet.html|1
46645469|23|toilet|http://www.catalogs.com/info/home-decor/what-is-a-composting-toilet.html|1
46413109|10|kcs|http://en.wikipedia.org/wiki/Louisiana_and_Arkansas_Railway|0
89410112|26|kcs|http://en.wikipedia.org/wiki/Louisiana_and_Arkansas_Railway|1
90323410|38|kcs|http://en.wikipedia.org/wiki/Louisiana_and_Arkansas_Railway|3
15936088|26|kcs|http://en.wikipedia.org/wiki/Louisiana_and_Arkansas_Railway|2
58521720|25|kcs|http://en.wikipedia.org/wiki/Louisiana_and_Arkansas_Railway|1
89410112|19|cheap internet|http://www.all-free-isp.com/virginia-providers.php|2
46413109|4|cheap internet|http://www.all-free-isp.com/virginia-providers.php|3
58521720|12|cheap internet|http://www.all-free-isp.com/virginia-providers.php|3
97321973|28|cheap internet|http://www.all-free-isp.com/virginia-providers.php|3
15936088|15|cheap internet|http://www.all-free-isp.com/virginia-providers.php|2
20102457|54|cheap internet|http://www.econoisp.com/cgi-bin/tame/isp/freeinternet.tam|0
58521720|18|cheap internet|http://www.econoisp.com/cgi-bin/tame/isp/freeinternet.tam|1
90323410|34|cheap internet|http://www.econoisp.com/cgi-bin/tame/isp/freeinternet.tam|-1
15936088|35|cheap internet|http://www.econoisp.com/cgi-bin/tame/isp/freeinternet.tam|0
46413109|9|cheap internet|http://www.econoisp.com/cgi-bin/tame/isp/freeinternet.tam|-1
47453190|11|cheap internet|http://www.all-free-isp.com/330-ohio.php|3
89410112|21|cheap internet|http://www.all-free-isp.com/330-ohio.php|2
15936088|13|cheap internet|http://www.all-free-isp.com/330-ohio.php|2
90276315|37|cheap internet|http://www.all-free-isp.com/330-ohio.php|2
46413109|9|cheap internet|http://www.all-free-isp.com/330-ohio.php|3
58521720|19|kcs|http://en.wikipedia.org/wiki/Kansas_City_Southern_de_M%C3%A9xico|3
20102457|51|kcs|http://en.wikipedia.org/wiki/Kansas_City_Southern_de_M%C3%A9xico|2
84015713|35|kcs|http://en.wikipedia.org/wiki/Kansas_City_Southern_de_M%C3%A9xico|2
