WorkerId|WorkTimeInSeconds|Query|URL|Rationale|Relevance
85264153|30|french lick resort and casino|http://www.frenchlick.com/site_map/site_map.asp|"French Lick Springs Hotel
Rooms & Suites
Packages & Special Offers
Dining
History"|2
86134747|45|french lick resort and casino|http://www.frenchlick.com/site_map/site_map.asp|"HOTELS
French Lick Springs Hotel

    Rooms & Suites
    Packages & Special Offers
    Dining
    History

(This page is just hyperlinks.)"|3
31659778|20|french lick resort and casino|http://www.frenchlick.com/site_map/site_map.asp|"HOTELS

French Lick Springs Hotel
Rooms & Suites
Packages & Special Offers
Dining
History
West Baden Springs Hotel
Rooms & Suites"|3
93122106|84|french lick resort and casino|http://www.frenchlick.com/site_map/site_map.asp|"We have received inquiries regarding Governor Pence’s signing of the Religious Freedom Restoration Act. We understand your concern and welcome your questions. We want to let you know upfront that nothing about our business has or will change.
 
French Lick Resort, a TAG Approved® facility, respects the privacy, values and rights of all our guests and employees. This new legislation won’t change the way that we do business or work with our employees. We’ve always been open and inclusive and RFRA won’t change that."|3
94826772|43|french lick resort and casino|http://www.frenchlick.com/site_map/site_map.asp|"French Lick Resort Logo
Hotels
Dining
Spas
Golf
Meetings & Celebrations
Gaming
Activities
Special Events
HOTELS

French Lick Springs Hotel
Rooms & Suites
Packages & Special Offers
Dining
History
West Baden Springs Hotel
Rooms & Suites
Packages & Special Offers
Dining
History"|3
33048019|201|french lick resort and casino|http://en.wikipedia.org/wiki/French_Lick|In November 2006, the French Lick Resort Casino, the state's tenth casino in the modern legalized era, opened, drawing national attention to the small town.|3
31659778|44|french lick resort and casino|http://en.wikipedia.org/wiki/French_Lick|French Lick is a town in French Lick Township, Orange County, Indiana, United States.|3
90350533|153|french lick resort and casino|http://en.wikipedia.org/wiki/French_Lick|French Lick is a town in French Lick Township, Orange County, Indiana, United States. The population was 1,807 at the 2010 census. In November 2006, the French Lick Resort Casino, the state's tenth casino in the modern legalized era, opened, drawing national attention to the small town. However, it is best known as the hometown of basketball legend Larry Bird.|3
71498714|59|french lick resort and casino|http://en.wikipedia.org/wiki/French_Lick|The French Lick Resort Casino was the focal point of most of the entertainment; the hotel remained open well after the casinos were closed down and the heyday of the town was well past. The resort closed for renovation in 2005.|2
19937580|41|french lick resort and casino|http://en.wikipedia.org/wiki/French_Lick|In November 2006, the French Lick Resort Casino, the state's tenth casino in the modern legalized era, opened, drawing national attention to the small town. However, it is best known as the hometown of basketball legend Larry Bird.|2
31659778|51|french lick resort and casino|http://www.frenchlick.com/golf/golf.asp|Few things get the blood pumping like the mention of Donald Ross, Pete Dye and Tom Bendelow in the same sentence. Nowhere else in the world can a golfer play courses designed by each of these noted and prolific designers at one resort destination. The rolling hills of southern Indiana provide a beautiful yet challenging golf destination. Playing golf in Indiana beats all other typical resort golf clubs. Come play a game and see for yourself!|2
77560919|49|french lick resort and casino|http://www.frenchlick.com/golf/golf.asp|Few things get the blood pumping like the mention of Donald Ross, Pete Dye and Tom Bendelow in the same sentence. Nowhere else in the world can a golfer play courses designed by each of these noted and prolific designers at one resort destination. The rolling hills of southern Indiana provide a beautiful yet challenging golf destination. Playing golf in Indiana beats all other typical resort golf clubs. Come play a game and see for yourself!|3
15353531|119|french lick resort and casino|http://www.frenchlick.com/golf/golf.asp|Dedicated golfers might look past a nine-hole golf course, but not when it is a conversion of the original 18-hole Tom Bendelow Valley Links adjacent to the French Lick Springs Hotel.|3
65102853|42|french lick resort and casino|http://www.frenchlick.com/golf/golf.asp|ew things get the blood pumping like the mention of Donald Ross, Pete Dye and Tom Bendelow in the same sentence. Nowhere else in the world can a golfer play courses designed by each of these noted and prolific designers at one resort destination.|3
31659778|38|french lick resort and casino|http://www.frenchlick.com/golf/golf.asp|Get your game on at French Lick Casino, a 51,000-square-foot Vegas-style gaming facility all on one floor with soaring 27-foot ceilings. On our gaming floor, you can play to win a brand new car on slot machines or a progressive jackpot at our table games.|3
17411721|55|french lick resort and casino|http://www.hotel-online.com/News/PressReleases/FrancineSilvermanEleganceReturning_Oct1997.html|Both French Lick and West Baden were meccas for the gilded class - celebrities and mobsters alike. Between 1900 and World War I, it was common to see more than 100 private autos and Pullman cars parked on the sidings at both hotels.|3
25475121|63|french lick resort and casino|http://www.hotel-online.com/News/PressReleases/FrancineSilvermanEleganceReturning_Oct1997.html|It's anyone's guess why French Lick Springs Resort, a mile away, survived the Depression and its chief rival did not.|2
33503222|37|french lick resort and casino|http://www.hotel-online.com/News/PressReleases/FrancineSilvermanEleganceReturning_Oct1997.html|"The glory days of Indiana's two grandest resorts are definitely gone. When it opened in 1902, West Baden Springs Hotel was dubbed the Eighth Wonder of the World. Closed as a hotel in 1932 and unoccupied since 1983, the crumbling structure is undergoing a massive restoration, its fate unknown. 

Tourists standing in the Pompeian Court under the massive glass-and-steel dome must think they're in a Greek ruin. ""This is probably Indiana's number one architectural landmark and it's going to be saved,"" declared my tour guide, Kent Abraham.

That remains to be seen. The owner, Historic Landmarks Foundation, is seeking a new user for the property. Cook Group, a Bloomington, Indiana-based medical technology company, is spending about $14 million to renovate a third of the facility. This is less than half of the estimated $40 million needed to restore the hotel and its 708 rooms to prime condition.

It's anyone's guess why French Lick Springs Resort, a mile away, survived the Depression and its chief rival did not."|2
31659778|42|french lick resort and casino|http://www.hotel-online.com/News/PressReleases/FrancineSilvermanEleganceReturning_Oct1997.html|"he glory days of Indiana's two grandest resorts are definitely gone. When it opened in 1902, West Baden Springs Hotel was dubbed the Eighth Wonder of the World. Closed as a hotel in 1932 and unoccupied since 1983, the crumbling structure is undergoing a massive restoration, its fate unknown. 

Tourists standing in the Pompeian Court under the massive glass-and-steel dome must think they're in a Greek ruin. ""This is probably Indiana's number one architectural landmark and it's going to be saved,"" declared my tour guide, Kent Abraham.

That remains to be seen. The owner, Historic Landmarks Foundation, is seeking a new user for the property. Cook Group, a Bloomington, Indiana-based medical technology company, is spending about $14 million to renovate a third of the facility. This is less than half of the estimated $40 million needed to restore the hotel and its 708 rooms to prime condition.

It's anyone's guess why French Lick Springs Resort, a mile away, survived the Depression and its chief rival did not."|1
71498714|202|french lick resort and casino|http://www.hotel-online.com/News/PressReleases/FrancineSilvermanEleganceReturning_Oct1997.html|"We do know that the name French Lick originated in the 1700s when French fur traders observed livestock licking the mineral deposits found at the springs. Later on, American settlers built a fort in this ""Valley of the Seven Springs."" In 1845, physician William Bowles purchased the site and three mineral springs from the state of Indiana for $1.25 an acre. Eight years later, he opened the hotel and began selling ""Pluto"" water across the nation. (Two statues of these mythical gods of the lower world once guarded the springs from atop the old hotel entrance, but are now indoors).

The first French Lick hotel, a three-story frame structure, was destroyed by fire in 1897. In 1901, Tom J. Taggart, the former mayor of Indianapolis and Democratic boss, purchased the site. The West Baden Hotel had just burned to the ground and he didn't want to lose potential spa business. The present hotel, on 2600 acres, is an expanded and renovated version of Taggart's hotel.

Says Mills: ""During the Taggart years, the furnishings were replaced quite frequently. Taggart always had a very modern hotel."" The kitchen was self-sustaining, providing its own home-grown vegetables and milk products. A 1929 Christmas menu features barbequed opossum with southern candied yams and ice cream. (Tomato juice was first served and bottled in French Lick in 1917. A smokestack is all that's left of the factory)."|2
47757586|196|french lick resort and casino|http://www.frenchlick.com/contact_us/contact_us.asp|The text did not help me with my decision.|3
72223035|128|french lick resort and casino|http://www.frenchlick.com/contact_us/contact_us.asp|"Contact Information
First Name *
Last Name *
City: *
State: *
Zip: *
Country: *
Email Address: *
Phone Number:
Fax Number:
Message: *
How should we contact you?
How should we contact you? *
Phone
Email
Fax
Postal Mail"|0
31659778|37|french lick resort and casino|http://www.frenchlick.com/contact_us/contact_us.asp|"First Name *
Last Name *
City: *
State: *
Zip: *"|1
90350533|34|french lick resort and casino|http://www.frenchlick.com/contact_us/contact_us.asp|"Contact Information
First Name *
Last Name *
City: *
State: *
Zip: *
Country: *
Email Address: *
Phone Number: 
Fax Number: 
Message: *

How should we contact you?
How should we contact you? *"|2
95336645|37|french lick resort and casino|http://www.frenchlick.com/contact_us/contact_us.asp|The text did not help me with my decision.|3
72223035|41|french lick resort and casino|http://www.frenchlick.com/restoration/press_release.asp|FRENCH LICK, IN (May 15, 2015) – The results are finally in; French Lick Resort has been named Best Historic Hotel in the USA Today 10Best Readers’ Choice Awards|3
31659778|25|french lick resort and casino|http://www.frenchlick.com/restoration/press_release.asp|FRENCH LICK, IN (June 2, 2015) – One week after hosting the 2015 Senior PGA Championship presented by KitchenAid, French Lick Resort has more great news to share. French Lick Springs Hotel and West Baden Springs Hotel have been recognized as TripAdvisor Certificate of Excellence Hall of Fame winners. Additionally, Sinclair’s Restaurant and 1875: The Steakhouse have also been honored with the 2015 Certificate of Excellence.|3
65102853|21|french lick resort and casino|http://www.frenchlick.com/restoration/press_release.asp|FRENCH LICK, IN (June 2, 2015) – One week after hosting the 2015 Senior PGA Championship presented by KitchenAid, French Lick Resort has more great news to share. French Lick Springs Hotel and West Baden Springs Hotel have been recognized as TripAdvisor Certificate of Excellence Hall of Fame winners. Additionally, Sinclair’s Restaurant and 1875: The Steakhouse have also been honored with the 2015 Certificate of Excellence.|2
47915948|77|french lick resort and casino|http://www.frenchlick.com/restoration/press_release.asp|For families looking for a fun and easy getaway to chase the winter blues, there’s a stress-free option in French Lick Resort. While it seems like the typical spring break choices can be crowded, hectic and complicated, French Lick Resort is just the place where families can turn down the noise, turn up the fun and enjoy a much-needed departure from the everyday routine.|3
41015881|82|french lick resort and casino|http://www.frenchlick.com/restoration/press_release.asp|page load error|-1
31659778|26|french lick resort and casino|http://www.frenchlick.com/accommodations/west_baden.asp|Escape from the everyday to a luxury hotel built more than a century ago. Once called the “Eighth Wonder of the World,” the focal point of West Baden Springs Hotel is the awe-inspiring atrium that spans 200 feet. Mixing comfortable ambiance with modern amenities, our hotel creates unforgettable romantic getaways, weddings, corporate events and other special occasions. Just a short trip to the stables or a quick trolley ride to the casino and French Lick Springs Hotel, there are endless possibilities for a truly extraordinary stay at West Baden Springs Hotel.|3
15353531|115|french lick resort and casino|http://www.frenchlick.com/accommodations/west_baden.asp|Escape from the everyday to a luxury hotel built more than a century ago. Once called the “Eighth Wonder of the World,” the focal point of West Baden Springs Hotel is the awe-inspiring atrium that spans 200 feet. Mixing comfortable ambiance with modern amenities, our hotel creates unforgettable romantic getaways, weddings, corporate events and other special occasions. Just a short trip to the stables or a quick trolley ride to the casino and French Lick Springs Hotel, there are endless possibilities for a truly extraordinary stay at West Baden Springs Hotel.|3
11866879|65|french lick resort and casino|http://www.frenchlick.com/accommodations/west_baden.asp|page did not load|-1
65102853|55|french lick resort and casino|http://www.frenchlick.com/accommodations/west_baden.asp|"Create a remarkable luxury experience
Escape from the everyday to a luxury hotel built more than a century ago. Once called the “Eighth Wonder of the World,” the focal point of West Baden Springs Hotel is the awe-inspiring atrium that spans 200 feet. Mixing comfortable ambiance with modern amenities, our hotel creates unforgettable romantic getaways, weddings, corporate events and other special occasions. Just a short trip to the stables or a quick trolley ride to the casino and French Lick Springs Hotel, there are endless possibilities for a truly extraordinary stay at West Baden Springs Hotel."|1
31659778|45|french lick resort and casino|http://www.frenchlick.com/accommodations/west_baden.asp|Just a short trip to the stables or a quick trolley ride to the casino and French Lick Springs Hotel, there are endless possibilities for a truly extraordinary stay at West Baden Springs Hotel.|2
65102853|77|french lick resort and casino|http://www.frenchlick.com/virtual_tour/virtual_tours.asp|French Lick Resort stands out among Midwest hotels for its AAA Four-Diamond accommodations and for the charm of its staff. Nestled in the Indiana countryside, the winner of the 2015 USA Today 10Best Readers' Choice Award for Best Historic Hotel is both a breath of fresh air and an exciting family adventure. An easy drive from Indianapolis and Louisville, this upscale destination features championship golf courses, world-class spas, Vegas-style gaming, horseback riding and activities for kids. The beautifully restored historic French Lick Springs Hotel and West Baden Springs Hotel capture the opulence of times long past, and ensure an escape from the norm for everyone who visits.|3
53575281|33|french lick resort and casino|http://www.frenchlick.com/virtual_tour/virtual_tours.asp|You’ll find live-action blackjack, roulette and craps and other table games, a luxurious high-limit room and Indiana’s largest non-smoking room. Bring a group of friends and enjoy live entertainment, DJs and Promotions in our spacious entertainment lounge|3
72223035|26|french lick resort and casino|http://www.frenchlick.com/virtual_tour/virtual_tours.asp|French Lick Resort stands out among Midwest hotels for its AAA Four-Diamond accommodations and for the charm of its staff. Nestled in the Indiana countryside, the winner of the 2015 USA Today 10Best Readers' Choice Award for Best Historic Hotel is both a breath of fresh air and an exciting family adventure. An easy drive from Indianapolis and Louisville, this upscale destination features championship golf courses, world-class spas, Vegas-style gaming, horseback riding and activities for kids. The beautifully restored historic French Lick Springs Hotel and West Baden Springs Hotel capture the opulence of times long past, and ensure an escape from the norm for everyone who visits.|3
47757586|23|french lick resort and casino|http://www.frenchlick.com/virtual_tour/virtual_tours.asp|"The Midwest's Premier Resort Destination

French Lick Resort stands out among Midwest hotels for its AAA Four-Diamond accommodations and for the charm of its staff. Nestled in the Indiana countryside, the winner of the 2015 USA Today 10Best Readers' Choice Award for Best Historic Hotel is both a breath of fresh air and an exciting family adventure. An easy drive from Indianapolis and Louisville, this upscale destination features championship golf courses, world-class spas, Vegas-style gaming, horseback riding and activities for kids. The beautifully restored historic French Lick Springs Hotel and West Baden Springs Hotel capture the opulence of times long past, and ensure an escape from the norm for everyone who visits."|3
65102853|39|french lick resort and casino|http://www.frenchlick.com/virtual_tour/virtual_tours.asp|"The Midwest's Premier Resort Destination

French Lick Resort stands out among Midwest hotels for its AAA Four-Diamond accommodations and for the charm of its staff. Nestled in the Indiana countryside, the winner of the 2015 USA Today 10Best Readers' Choice Award for Best Historic Hotel is both a breath of fresh air and an exciting family adventure. An easy drive from Indianapolis and Louisville, this upscale destination features championship golf courses, world-class spas, Vegas-style gaming, horseback riding and activities for kids. The beautifully restored historic French Lick Springs Hotel and West Baden Springs Hotel capture the opulence of times long past, and ensure an escape from the norm for everyone who visits."|3
96255248|55|getting organized|http://en.wikipedia.org/wiki/Category:Years_in_organized_crime|"Pages in category ""Years in organized crime""
The following 135 pages are in this category, out of 135 total. This list may not reflect recent changes (learn more)."|0
80445296|21|getting organized|http://en.wikipedia.org/wiki/Category:Years_in_organized_crime|{}|0
31659778|145|getting organized|http://en.wikipedia.org/wiki/Category:Years_in_organized_crime|HISTORY OF ORGANISED CRIME|0
94611377|43|getting organized|http://en.wikipedia.org/wiki/Category:Years_in_organized_crime|Category:Years in organized crime|1
38265360|47|getting organized|http://en.wikipedia.org/wiki/Category:Years_in_organized_crime|The following 135 pages are in this category, out of 135 total. This list may not reflect recent changes|1
91403932|42|toilet|http://www.toiletology.com/sloan.shtml|"Toiletology 101 Logo ... A free course in toilet repair
On The Web Since 1995 

Translate this page. See Google Gadget below."|2
93122106|128|toilet|http://www.toiletology.com/sloan.shtml|When servicing or replacing components to the FLUSHMATE Flushometer Tank System, make certain that the water supply is turned OFF and the toilet is then flushed to relieve pressure in the vessel. NEVER use lubricants on any of the components unless otherwise noted in instructions. NEVER use corrosive chemicals or household cleaners on FLUSHMATE products|2
77560919|208|toilet|http://www.toiletology.com/sloan.shtml|"When servicing or replacing components to the FLUSHMATE Flushometer Tank System, make certain that the water supply is turned OFF and the toilet is then flushed to relieve pressure in the vessel.

A newly installed toilet that does not shut off may have an inadequate or low water supply flow rate into the FLUSHMATE Vessel.

There is no question that a consumer can save money by replacing a toilet flapper or fixing a ballcock, but there are many other plumbing repairs that will require the skills and knowledge of a professional plumber ."|3
10414756|43|toilet|http://www.toiletology.com/sloan.shtml|A newly installed toilet that does not shut off may have an inadequate or low water supply flow rate into the FLUSHMATE Vessel. (NOTE: The recommended static pressure range by code is 20 P.S.I. to 80 P.S.I.). Check the water supply pressure as follows:|3
86134747|137|toilet|http://www.toiletology.com/sloan.shtml|Check the Flush Valve Cartridge Assembly for proper installation. Proceed as follows: a) Turn off the water supply and flush the toilet. b) Remove the Flush Valve Cartridge Assembly using pliers' handles as shown in fig. 2. NOTE: You may be required to disconnect the trip lever to remove the Flush Valve Cartridge Assembly.|2
31659778|106|toilet|http://www.theplumber.com/fhb.html|If you don’t like the way 1.6-gal. gravity toilets flush, you can’t necessarily buy your way out of the problem. From plumbers around the country, I’m told that high cost isn’t a guarantee that a 1.6 Gal. gravity toilet will work well. Often, higher cost is really associated with fancy design, casting or color more than with the quality of function.|2
11866879|62|toilet|http://www.theplumber.com/fhb.html|At first the toilets in our house were merely sluggish. Then they got slower and slower until they didn’t flush at all. But the toilets weren’t clogged. Something was in the sewer line. So I rented a sewer snake, unscrewed the clean-out and fed the hungry snake down the chute. In it went 10 ft., 25 ft., 40 ft. Still, the pipe didn’t drain. As I pondered the problem, my young son stuck his head out the window, his little fists full of his favorite action figures, the Teenage Mutant Ninja Turtles. “Turtles live in the sewer, Daddy,” he said.|3
25475121|48|toilet|http://www.theplumber.com/fhb.html|At first the toilets in our house were merely sluggish. Then they got slower and slower until they didn’t flush at all. But the toilets weren’t clogged. Something was in the sewer line. So I rented a sewer snake, unscrewed the clean-out and fed the hungry snake down the chute. In it went 10 ft., 25 ft., 40 ft. Still, the pipe didn’t drain. As I pondered the problem, my young son stuck his head out the window, his little fists full of his favorite action figures, the Teenage Mutant Ninja Turtles. “Turtles live in the sewer, Daddy,” he said.|3
38265360|29|toilet|http://www.theplumber.com/fhb.html|Regardless of price or style, all gravity toilets depend on gravity to pull the water-and waste-through the system (drawing right). When the handle is pushed, a flush valve opens, and the water in the tank drains into the bowl, either through rim openings, through the large siphon-jet opening across from the drain at the bottom of the bowl or through a combination of both. The gravity-fed speed of the water pushes the waste through the trap and into the drain.|3
90350533|48|toilet|http://www.theplumber.com/fhb.html|At first the toilets in our house were merely sluggish. Then they got slower and slower until they didn’t flush at all. But the toilets weren’t clogged. Something was in the sewer line. So I rented a sewer snake, unscrewed the clean-out and fed the hungry snake down the chute. In it went 10 ft., 25 ft., 40 ft. Still, the pipe didn’t drain. As I pondered the problem, my young son stuck his head out the window, his little fists full of his favorite action figures, the Teenage Mutant Ninja Turtles. “Turtles live in the sewer, Daddy,” he said.|2
32374764|255|toilet|http://www.catalogs.com/info/home-decor/what-is-a-composting-toilet.html|Composting toilets are also knows as waterless, dry or biological toilets. A composting toilet breaks down human waste into humus, a soil-like substance kind of like what you find on the forest floor. Aerobic bacteria breaks down the waste. After the waste has been properly composted, it can be used as a soil additive around fruit trees and other garden areas.|1
15353531|221|toilet|http://www.catalogs.com/info/home-decor/what-is-a-composting-toilet.html|After the composting chamber becomes full – usually every six months or so, it is removed and replaced with an empty one. The full composting chamber is left to continue the composting process. After a year the material inside is fully composted and ready to be used for a soil additive.|0
25475121|34|toilet|http://www.catalogs.com/info/home-decor/what-is-a-composting-toilet.html|Composting toilets are also knows as waterless, dry or biological toilets. A composting toilet breaks down human waste into humus, a soil-like substance kind of like what you find on the forest floor.|3
31659778|71|toilet|http://www.catalogs.com/info/home-decor/what-is-a-composting-toilet.html|Composting toilets are also knows as waterless, dry or biological toilets. A composting toilet breaks down human waste into humus, a soil-like substance kind of like what you find on the forest floor.|2
77560919|33|toilet|http://www.catalogs.com/info/home-decor/what-is-a-composting-toilet.html|Have you gone green? It seems everything has gone green lately including the Oscars. With Al Gore's environmental Nobel prize and more and more celebrities jumping on the green bandwagon, we're going to hear about ways we can make our lives more environmentally reponsible. In new home construction, installing a composting toilet is one way to have less negative impact on the environment.|2
25475121|31|toilet|http://www.toiletology.com/index.shtml|"Toilet Care
and Repair Course

Please come in,
class is about to begin ..."|3
47757586|33|toilet|http://www.toiletology.com/index.shtml|Toiletology 101 as an online toilet repair course is now over 18 years old. Each day hundreds of students fill the classes of Toiletology 101 and learn they do not need to be a plumber to fix the most common toilet problems. All alumnae are encouraged to return at any time for a refresher; we welcome your participation and wish you success with all your toilet repair projects. When you need the help of a plumbing professional in the U.S., checkout eLocalPlumbers.com for the name of a plumber near you.|2
25475121|37|toilet|http://www.toiletology.com/index.shtml|Toiletology 101 as an online toilet repair course is now over 18 years old. Each day hundreds of students fill the classes of Toiletology 101 and learn they do not need to be a plumber to fix the most common toilet problems|2
38265360|28|toilet|http://www.toiletology.com/index.shtml|"Toilet Care
and Repair Course"|3
96255248|38|toilet|http://www.toiletology.com/index.shtml|Toiletology 101 as an online toilet repair course is now over 18 years old. Each day hundreds of students fill the classes of Toiletology 101 and learn they do not need to be a plumber to fix the most common toilet problems. All alumnae are encouraged to return at any time for a refresher; we welcome your participation and wish you success with all your toilet repair projects. When you need the help of a plumbing professional in the U.S., checkout eLocalPlumbers.com for the name of a plumber near you.|2
80445296|12|toilet|http://www.allproducts.com.tw/handtools/maghin/19-door_knob.html|The text did not help me with my decision|-1
31659778|71|toilet|http://www.allproducts.com.tw/handtools/maghin/19-door_knob.html|This Webpage Is Not Working|-1
93122106|31|toilet|http://www.allproducts.com.tw/handtools/maghin/19-door_knob.html|"The text did not help me with my decision."""|-1
94611377|39|toilet|http://www.allproducts.com.tw/handtools/maghin/19-door_knob.html|Page Load Error|-1
25475121|20|toilet|http://www.allproducts.com.tw/handtools/maghin/19-door_knob.html|"""The URL you requested was not found"""|-1
31659778|43|toilet|http://compostingtoilet.org/news/|"NEW STORE COMING SOON!
The Composting Toilet World Store will be fully open and ready for business soon! Check it out at composting-toilet.com."|2
90350533|63|toilet|http://compostingtoilet.org/news/|Each product line comes in non-electric, 12VDC battery and AC electric models and offers both waterless and low water options. Popular applications of the Sancor product line include homes, cottages, cabins, work shops, basements, garages, pool cabanas or any location where sanitation is required.|2
25475121|43|toilet|http://compostingtoilet.org/news/|OSHAWA, Ontario (October 5, 2010) - Sancor Industries Ltd. (http://www.sancorindustries.com/), a leading manufacturer of composting toilets, has partnered with well known actor and environmentalist Ed Begley, Jr. and his Living With Ed brand. Begley will help promote both the Envirolet® and Santerra Green composting toilet systems as an economical and environment-friendly alternative to traditional sanitation systems.|2
19937580|10|toilet|http://compostingtoilet.org/news/|The Composting Toilet World Store will be fully open and ready for business soon! Check it out at composting-toilet.com.|3
31659778|41|toilet|http://compostingtoilet.org/news/|OSHAWA, Ontario (October 5, 2010) - Sancor Industries Ltd. (http://www.sancorindustries.com/), a leading manufacturer of composting toilets, has partnered with well known actor and environmentalist Ed Begley, Jr. and his Living With Ed brand. Begley will help promote both the Envirolet® and Santerra Green composting toilet systems as an economical and environment-friendly alternative to traditional sanitation systems.|2
15353531|25|toilet|http://paperlesstoilet.com/|"Related Links
Bathroom Designs
	
Bathrooms
Bathroom Fixtures
	
Building Homes
Bathroom Lighting
	
General Contractors
Bathroom Renovations
	
Home Opportunity
Bathroom Supplies"|0
11866879|54|toilet|http://paperlesstoilet.com/|Go-here to inquire about possibly buying PaperlessToilet.com|-1
53575281|289|toilet|http://paperlesstoilet.com/|Go-here to inquire about possibly buying PaperlessToilet.com|0
93122106|12|toilet|http://paperlesstoilet.com/|Go-here to inquire about possibly buying PaperlessToilet.com|-1
75658999|180|toilet|http://paperlesstoilet.com/|The text did not help me with my decision|0
94611377|26|kcs|http://en.wikipedia.org/wiki/Kansas_City_Southern_System|The Kansas City Southern Railway Company (reporting mark KCS), owned by Kansas City Southern, is the smallest and third-oldest Class I railroad in North America (just behind Union Pacific Railroad and Canadian Pacific Railway) still in operation.[citation needed] KCS was founded in 1887 and is currently operating in a region consisting of ten central U.S. states.|3
49688977|169|kcs|http://en.wikipedia.org/wiki/Kansas_City_Southern_System|The Kansas City Southern Railway Company (reporting mark KCS), owned by Kansas City Southern, is the smallest and third-oldest Class I railroad in North America (just behind Union Pacific Railroad and Canadian Pacific Railway) still in operation.[citation needed] KCS was founded in 1887 and is currently operating in a region consisting of ten central U.S. states. KCS also owns and indirectly operates Kansas City Southern de México (KCSM) in the central and northeastern states of México, and is the only Class I Railroad to own any track both inside and outside of Mexico's boundaries (Ferromex is the only other Class I operating in Mexico). Including all trackage owned by wholly owned subsidiaries, KCS owns a total of approximately 9,600 kilometers (6,000 route miles) of track.|3
77560919|38|kcs|http://en.wikipedia.org/wiki/Kansas_City_Southern_System|The Kansas City Southern Railway Company (reporting mark KCS), owned by Kansas City Southern, is the smallest and third-oldest Class I railroad in North America (just behind Union Pacific Railroad and Canadian Pacific Railway) still in operation.[citation needed] KCS was founded in 1887 and is currently operating in a region consisting of ten central U.S. states. KCS also owns and indirectly operates Kansas City Southern de México (KCSM) in the central and northeastern states of México, and is the only Class I Railroad to own any track both inside and outside of Mexico's boundaries (Ferromex is the only other Class I operating in Mexico).|3
