WorkerId|WorkTimeInSeconds|Query|URL|InputRelevance|InputRationale|Reasoning|Relevance
85264153|1109|djs|http://www.gatheringguide.com/event_categories/bands_djs_entertainment.html|0|After over 10 years of helping people plan their events, we must regretfully close our virtual doors. We'd like to thank all the customers and vendors that used and contributed to our site over the years. All the best.|Site is shut down|0
86134747|55|djs|http://www.gatheringguide.com/event_categories/bands_djs_entertainment.html|0|After over 10 years of helping people plan their events, we must regretfully close our virtual doors. We'd like to thank all the customers and vendors that used and contributed to our site over the years. All the best.|The page is about a planning organization that is closing down. This won't be helpful to Alice.|0
31659778|114|appraisals|http://www.am-appraisals.co.cc/da|0|the text did not help me with my decision.|Agree because the website/link doesn't satisfy the search query.|0
93122106|208|appraisals|http://www.am-appraisals.co.cc/da|0|the text did not help me with my decision.|The website just has photos and no text. This is not a relevant search.|0
94826772|78|appraisals|http://www.am-appraisals.co.cc/da|0|the text did not help me with my decision.|The website is not loading. Its not relevant search result.|0
33048019|113|appraisals|http://www.am-appraisals.co.cc/da|0|the text did not help me with my decision.|This is just photos posted from an instagram account. So Tom are correct.|0
31659778|46|djs|http://www.decidio.com/local-businesses/ctyinit-djs-w-s50.html|2|The text did not help me with my decision.|There are few details relevant|2
90350533|128|djs|http://www.decidio.com/local-businesses/ctyinit-djs-w-s50.html|2|The text did not help me with my decision.|"The page is giving information about ""Find the Best Djs in your area."""|3
71498714|76|djs|http://www.decidio.com/local-businesses/ctyinit-djs-w-s50.html|2|The text did not help me with my decision.|Alice is looking for a DJ, and this web link leads to a page giving info on how to find a local DJ in your area. The page is relevant.|3
19937580|95|djs|http://www.decidio.com/local-businesses/ctyinit-djs-w-s50.html|2|The text did not help me with my decision.|I disagree because the page clearly tells you how to hire DJ's in your area.|3
31659778|149|gps|http://logoku.co.cc/1/1008/|0|na|Website is not opening.|0
77560919|189|gps|http://logoku.co.cc/1/1008/|0|na|"""na"" doesn't prove anything."|2
15353531|2890|gps|http://logoku.co.cc/1/1008/|0|na|Not really providing info on the Gps|0
65102853|81|gps|http://logoku.co.cc/1/1008/|0|na|Links to a load of instagram pictures.|0
31659778|30|appraisals|http://en.wikipedia.org/wiki/Property_appraisal|3|Real estate appraisal, property valuation or land valuation is the process of developing an opinion of value for real property (usually market value). Real estate transactions often require appraisals because they occur infrequently and every property is unique (especially their location, a key factor in valuation), unlike corporate stocks, which are traded daily and are identical (thus a centralized Walrasian auction like a stock exchange is unrealistic). Appraisal reports form the basis for mortgage loans, settling estates and divorces, taxation, and so on. Sometimes an appraisal report is used to establish a sale price for a property.|The webpage satisfies the search query.|3
17411721|216|appraisals|http://en.wikipedia.org/wiki/Property_appraisal|3|Real estate appraisal, property valuation or land valuation is the process of developing an opinion of value for real property (usually market value). Real estate transactions often require appraisals because they occur infrequently and every property is unique (especially their location, a key factor in valuation), unlike corporate stocks, which are traded daily and are identical (thus a centralized Walrasian auction like a stock exchange is unrealistic). Appraisal reports form the basis for mortgage loans, settling estates and divorces, taxation, and so on. Sometimes an appraisal report is used to establish a sale price for a property.|It does show instructions for home appraisals.|3
25475121|47|appraisals|http://en.wikipedia.org/wiki/Property_appraisal|3|Real estate appraisal, property valuation or land valuation is the process of developing an opinion of value for real property (usually market value). Real estate transactions often require appraisals because they occur infrequently and every property is unique (especially their location, a key factor in valuation), unlike corporate stocks, which are traded daily and are identical (thus a centralized Walrasian auction like a stock exchange is unrealistic). Appraisal reports form the basis for mortgage loans, settling estates and divorces, taxation, and so on. Sometimes an appraisal report is used to establish a sale price for a property.|informations are correct|3
33503222|375|appraisals|http://en.wikipedia.org/wiki/Property_appraisal|3|Real estate appraisal, property valuation or land valuation is the process of developing an opinion of value for real property (usually market value). Real estate transactions often require appraisals because they occur infrequently and every property is unique (especially their location, a key factor in valuation), unlike corporate stocks, which are traded daily and are identical (thus a centralized Walrasian auction like a stock exchange is unrealistic). Appraisal reports form the basis for mortgage loans, settling estates and divorces, taxation, and so on. Sometimes an appraisal report is used to establish a sale price for a property.|The page contains info about real estate appraisal, exactly what Alice is looking for; Wikipedia is a well-established valuable info source for someone looking information for a topic in which she / he is not expert.|3
31659778|53|french lick resort and casino|http://www.hotel-online.com/News/PressReleases/FrancineSilvermanEleganceReturning_Oct1997.html|3|Both French Lick and West Baden were meccas for the gilded class - celebrities and mobsters alike. Between 1900 and World War I, it was common to see more than 100 private autos and Pullman cars parked on the sidings at both hotels.|The webpage satisfies the search query.|3
71498714|225|french lick resort and casino|http://www.hotel-online.com/News/PressReleases/FrancineSilvermanEleganceReturning_Oct1997.html|3|Both French Lick and West Baden were meccas for the gilded class - celebrities and mobsters alike. Between 1900 and World War I, it was common to see more than 100 private autos and Pullman cars parked on the sidings at both hotels.|Tom's link gave the history of the Lick Hotel and it's similarity to another hotel in the area, however, I think Alice may have been looking to book a room at the Lick Hotel. She may have been looking for Lick Hotel rates. Not the history.|3
47757586|116|french lick resort and casino|http://www.hotel-online.com/News/PressReleases/FrancineSilvermanEleganceReturning_Oct1997.html|3|Both French Lick and West Baden were meccas for the gilded class - celebrities and mobsters alike. Between 1900 and World War I, it was common to see more than 100 private autos and Pullman cars parked on the sidings at both hotels.|The suggested webpage has no reference to the query French lick resort and hence irrelevant. Tom is wrong.|1
72223035|883|french lick resort and casino|http://www.hotel-online.com/News/PressReleases/FrancineSilvermanEleganceReturning_Oct1997.html|3|Both French Lick and West Baden were meccas for the gilded class - celebrities and mobsters alike. Between 1900 and World War I, it was common to see more than 100 private autos and Pullman cars parked on the sidings at both hotels.|Information searcher is requesting is provided.|3
31659778|565|map|http://nla.gov.au/nla.map-nk3382-34|1|"Title
A view of the watering place at Tenian [picture]"|The webpage doesn't satisfy the search query.|1
90350533|90|map|http://nla.gov.au/nla.map-nk3382-34|1|"Title
A view of the watering place at Tenian [picture]"|Agree as The webpage provides information about A view of the watering place at Tenian.|0
95336645|94|map|http://nla.gov.au/nla.map-nk3382-34|1|"Title
A view of the watering place at Tenian [picture]"|The Website is showing a picture not a map.|0
72223035|544|map|http://nla.gov.au/nla.map-nk3382-34|1|"Title
A view of the watering place at Tenian [picture]"|Likely not what the requester meant when looking for online mapping.|0
31659778|46|dinosaurs|http://en.wikipedia.org/wiki/Herbivore_dinosaurs|2|This is a list of herbivorous animals. Herbivores are animals that eat plants. Herbivory is a form of predation in which an organism consumes principally autotrophs[1][page needed] such Ascension plants, algae and photosynthesizing bacteria. More generally, organisms that feed on autotrophs in general are known as primary consumers.|The webpage satisfies the search query.|3
65102853|24|dinosaurs|http://en.wikipedia.org/wiki/Herbivore_dinosaurs|2|This is a list of herbivorous animals. Herbivores are animals that eat plants. Herbivory is a form of predation in which an organism consumes principally autotrophs[1][page needed] such Ascension plants, algae and photosynthesizing bacteria. More generally, organisms that feed on autotrophs in general are known as primary consumers.|Info about dinosaurs, but only herbivorous ones.|2
47915948|292|dinosaurs|http://en.wikipedia.org/wiki/Herbivore_dinosaurs|2|This is a list of herbivorous animals. Herbivores are animals that eat plants. Herbivory is a form of predation in which an organism consumes principally autotrophs[1][page needed] such Ascension plants, algae and photosynthesizing bacteria. More generally, organisms that feed on autotrophs in general are known as primary consumers.|"Alice was looking for information and pictures about dinosaurs. The webpage Tom reviewed only contained the word ""dinosaur"" which was Alice's query but didn't held any  information about dinosaurs."|1
41015881|166|dinosaurs|http://en.wikipedia.org/wiki/Herbivore_dinosaurs|2|This is a list of herbivorous animals. Herbivores are animals that eat plants. Herbivory is a form of predation in which an organism consumes principally autotrophs[1][page needed] such Ascension plants, algae and photosynthesizing bacteria. More generally, organisms that feed on autotrophs in general are known as primary consumers.|It only covers herbivore dinosaurs. Not all dinosaurs are herbivores. Not only that, but wikipedia is a page that anyone can edit. It could have misleading or incorrect information on the herbivore dinosaurs. Also, Alice wanted images. Wikipedia wont have the largest library of images.|1
31659778|531|rick warren|http://en.wikipedia.org/wiki/Saddleback_Valley_Community_Church|3|otable staff include Rick Warren, Kay Warren and Rick Muchow. Saddleback is known for their signature ministries such as Celebrate Recovery, AIDS/HIV Ministry, Daniel Plan Ministry and PEACE Ministry.|The webpage satisfies the search query.|3
15353531|38|rick warren|http://en.wikipedia.org/wiki/Saddleback_Valley_Community_Church|3|otable staff include Rick Warren, Kay Warren and Rick Muchow. Saddleback is known for their signature ministries such as Celebrate Recovery, AIDS/HIV Ministry, Daniel Plan Ministry and PEACE Ministry.|Talks about Rick Warren|2
11866879|38|rick warren|http://en.wikipedia.org/wiki/Saddleback_Valley_Community_Church|3|otable staff include Rick Warren, Kay Warren and Rick Muchow. Saddleback is known for their signature ministries such as Celebrate Recovery, AIDS/HIV Ministry, Daniel Plan Ministry and PEACE Ministry.|The church was founded in 1980 by Pastor Rick Warren. Weekly church attendance averages over 20,000 people, currently making it the seventh-largest church in the United States (this ranking includes multi-site churches).|3
65102853|60|rick warren|http://en.wikipedia.org/wiki/Saddleback_Valley_Community_Church|3|otable staff include Rick Warren, Kay Warren and Rick Muchow. Saddleback is known for their signature ministries such as Celebrate Recovery, AIDS/HIV Ministry, Daniel Plan Ministry and PEACE Ministry.|Page is about Warren's church, not him.|1
31659778|126|the current|http://www.adobe.com/products/flashplayer/|0|The Adobe Flash Player runtime lets you effortlessly reach over 1.3 billion people across browsers and OS versions with no install — 11 times more people than the best-selling hardware game console.|Agree because the website/link doesn't satisfy the search query.|0
65102853|28|the current|http://www.adobe.com/products/flashplayer/|0|The Adobe Flash Player runtime lets you effortlessly reach over 1.3 billion people across browsers and OS versions with no install — 11 times more people than the best-selling hardware game console.|Flash player homepage. Irrelevant.|0
53575281|30|the current|http://www.adobe.com/products/flashplayer/|0|The Adobe Flash Player runtime lets you effortlessly reach over 1.3 billion people across browsers and OS versions with no install — 11 times more people than the best-selling hardware game console.|Has nothing to do with The Current whatsoever.|0
72223035|395|the current|http://www.adobe.com/products/flashplayer/|0|The Adobe Flash Player runtime lets you effortlessly reach over 1.3 billion people across browsers and OS versions with no install — 11 times more people than the best-selling hardware game console.|Searcher is looking for the home page to The Current and this is not it.|3
47757586|107|djs|http://www.gatheringguide.com/event_directory/rc/ca_california/san_jose/evl_bands_djs_entertainment.html|0|"Thank You
 	 	After over 10 years of helping people plan their events, we must regretfully close our virtual doors. We'd like to thank all the customers and vendors that used and contributed to our site over the years. All the best."|Tom is right, the webpage is relevant to the query of DJs.|0
65102853|29|djs|http://www.gatheringguide.com/event_directory/rc/ca_california/san_jose/evl_bands_djs_entertainment.html|0|"Thank You
 	 	After over 10 years of helping people plan their events, we must regretfully close our virtual doors. We'd like to thank all the customers and vendors that used and contributed to our site over the years. All the best."|Site is closed.|0
96255248|55|djs|http://www.gatheringguide.com/event_directory/rc/ca_california/san_jose/evl_bands_djs_entertainment.html|0|"Thank You
 	 	After over 10 years of helping people plan their events, we must regretfully close our virtual doors. We'd like to thank all the customers and vendors that used and contributed to our site over the years. All the best."|Site closed|0
80445296|55|djs|http://www.gatheringguide.com/event_directory/rc/ca_california/san_jose/evl_bands_djs_entertainment.html|0|"Thank You
 	 	After over 10 years of helping people plan their events, we must regretfully close our virtual doors. We'd like to thank all the customers and vendors that used and contributed to our site over the years. All the best."|I agree, Alice is looking for a dj,  not for the history of a website that is closing|0
31659778|86|dogs for adoption|http://dogs4sale.com.au/Rescue_Organisations.htm|1|"Rescue Organisations

These organisations help all dogs in need. If you are able to contribute to the welfare of such dogs in anyway, they will be more than happy to hear from you. Or if you have a dog that is in need of rescue services provided by these organisations contact them to get more details."|Disagree because the webpage is satisfying the search query.|3
94611377|1047|dogs for adoption|http://dogs4sale.com.au/Rescue_Organisations.htm|1|"Rescue Organisations

These organisations help all dogs in need. If you are able to contribute to the welfare of such dogs in anyway, they will be more than happy to hear from you. Or if you have a dog that is in need of rescue services provided by these organisations contact them to get more details."|"THe webpage provides many links about dog adoption centers. But we do not know where Alice lives. If she lives in Australia, the information is relevant, if not it will not. As we do not have this piece of information, I put ""Probably Relevant"" because it's an ""where to adopt a dog"" page."|2
38265360|9|dogs for adoption|http://dogs4sale.com.au/Rescue_Organisations.htm|1|"Rescue Organisations

These organisations help all dogs in need. If you are able to contribute to the welfare of such dogs in anyway, they will be more than happy to hear from you. Or if you have a dog that is in need of rescue services provided by these organisations contact them to get more details."|The website provides information of rescue centres that may be useful to Alice.|2
91403932|1127|dogs for adoption|http://dogs4sale.com.au/Rescue_Organisations.htm|1|"Rescue Organisations

These organisations help all dogs in need. If you are able to contribute to the welfare of such dogs in anyway, they will be more than happy to hear from you. Or if you have a dog that is in need of rescue services provided by these organisations contact them to get more details."|I agree with Tom's decision|1
93122106|34|wedding budget calculator|http://www.fivestarsoftware.com/go-wedding-organizer.htm|3|"Amazing Easy-To-Use Software Helps You Save Time, Reduce Stress and Make Better Decisions While Planning Your Dream Wedding GUARANTEED"""|Has info about a wedding planning software. great!|3
77560919|77|wedding budget calculator|http://www.fivestarsoftware.com/go-wedding-organizer.htm|3|"Amazing Easy-To-Use Software Helps You Save Time, Reduce Stress and Make Better Decisions While Planning Your Dream Wedding GUARANTEED"""|I agree because that page contained a software that would be helpful for Alice.|3
10414756|53|wedding budget calculator|http://www.fivestarsoftware.com/go-wedding-organizer.htm|3|"Amazing Easy-To-Use Software Helps You Save Time, Reduce Stress and Make Better Decisions While Planning Your Dream Wedding GUARANTEED"""|Quote shown is about a budget calculator for weddings.|3
86134747|76|wedding budget calculator|http://www.fivestarsoftware.com/go-wedding-organizer.htm|3|"Amazing Easy-To-Use Software Helps You Save Time, Reduce Stress and Make Better Decisions While Planning Your Dream Wedding GUARANTEED"""|It depends if Alice is willing to pay for the wedding planning software, maybe she just wants a website with free advice|2
31659778|1035|the music man|http://vistadominios.com/frkys/algjf/trombone/trombone.htm|0|Fatal error: Route Error: The class `FrkysController` does't appear to be valid. in /home/vistadom/public_html/core/libs/framework/class.dispatcher.php on line 54|The webpage has details which is not related to the search query.|0
11866879|31|the music man|http://vistadominios.com/frkys/algjf/trombone/trombone.htm|0|Fatal error: Route Error: The class `FrkysController` does't appear to be valid. in /home/vistadom/public_html/core/libs/framework/class.dispatcher.php on line 54|fatal error, route error|0
25475121|13|the music man|http://vistadominios.com/frkys/algjf/trombone/trombone.htm|0|Fatal error: Route Error: The class `FrkysController` does't appear to be valid. in /home/vistadom/public_html/core/libs/framework/class.dispatcher.php on line 54|i checked the info|0
38265360|44|the music man|http://vistadominios.com/frkys/algjf/trombone/trombone.htm|0|Fatal error: Route Error: The class `FrkysController` does't appear to be valid. in /home/vistadom/public_html/core/libs/framework/class.dispatcher.php on line 54|There is a page error, so I would have selected 'page load error' rather than 'definitely not relevant'.|0
90350533|47|appraisals|http://en.wikipedia.org/wiki/Real_estate_appraisal|3|Real estate appraisal, property valuation or land valuation is the process of developing an opinion of value for real property (usually market value). Real estate transactions often require appraisals because they occur infrequently and every property is unique (especially their location, a key factor in valuation), unlike corporate stocks, which are traded daily and are identical (thus a centralized Walrasian auction like a stock exchange is unrealistic). Appraisal reports form the basis for mortgage loans, settling estates and divorces, taxation, and so on. Sometimes an appraisal report is used to establish a sale price for a property.|agree. The webpage has information about Real estate appraisal.|3
32374764|443|appraisals|http://en.wikipedia.org/wiki/Real_estate_appraisal|3|Real estate appraisal, property valuation or land valuation is the process of developing an opinion of value for real property (usually market value). Real estate transactions often require appraisals because they occur infrequently and every property is unique (especially their location, a key factor in valuation), unlike corporate stocks, which are traded daily and are identical (thus a centralized Walrasian auction like a stock exchange is unrealistic). Appraisal reports form the basis for mortgage loans, settling estates and divorces, taxation, and so on. Sometimes an appraisal report is used to establish a sale price for a property.|Webpage does contain information about Real-estate appraisal but has nothing about homes in particular.|2
15353531|32|appraisals|http://en.wikipedia.org/wiki/Real_estate_appraisal|3|Real estate appraisal, property valuation or land valuation is the process of developing an opinion of value for real property (usually market value). Real estate transactions often require appraisals because they occur infrequently and every property is unique (especially their location, a key factor in valuation), unlike corporate stocks, which are traded daily and are identical (thus a centralized Walrasian auction like a stock exchange is unrealistic). Appraisal reports form the basis for mortgage loans, settling estates and divorces, taxation, and so on. Sometimes an appraisal report is used to establish a sale price for a property.|Has info on home appraisals|3
25475121|18|appraisals|http://en.wikipedia.org/wiki/Real_estate_appraisal|3|Real estate appraisal, property valuation or land valuation is the process of developing an opinion of value for real property (usually market value). Real estate transactions often require appraisals because they occur infrequently and every property is unique (especially their location, a key factor in valuation), unlike corporate stocks, which are traded daily and are identical (thus a centralized Walrasian auction like a stock exchange is unrealistic). Appraisal reports form the basis for mortgage loans, settling estates and divorces, taxation, and so on. Sometimes an appraisal report is used to establish a sale price for a property.|i checked the info|3
31659778|49|lower heart rate|http://www.drmirkin.com/public/ezine021708.html|3|Virtually everyone agrees that heart rate depends on the amount of blood pumped toward it by exercising muscles. When you contract your leg muscles during exercise, muscles squeeze veins near them to pump blood toward the heart. Then when leg muscles relax, the veins fill up with blood. The pumping action of leg muscles during exercise forces extra blood to the heart, which causes the heat to beat faster and contract stronger.|The webpage satisfies the search query.|3
77560919|298|lower heart rate|http://www.drmirkin.com/public/ezine021708.html|3|Virtually everyone agrees that heart rate depends on the amount of blood pumped toward it by exercising muscles. When you contract your leg muscles during exercise, muscles squeeze veins near them to pump blood toward the heart. Then when leg muscles relax, the veins fill up with blood. The pumping action of leg muscles during exercise forces extra blood to the heart, which causes the heat to beat faster and contract stronger.|I agree because that page contained info about heart rate which is what Alice was looking for.|3
25475121|149|lower heart rate|http://www.drmirkin.com/public/ezine021708.html|3|Virtually everyone agrees that heart rate depends on the amount of blood pumped toward it by exercising muscles. When you contract your leg muscles during exercise, muscles squeeze veins near them to pump blood toward the heart. Then when leg muscles relax, the veins fill up with blood. The pumping action of leg muscles during exercise forces extra blood to the heart, which causes the heat to beat faster and contract stronger.|it's true|3
47757586|508|lower heart rate|http://www.drmirkin.com/public/ezine021708.html|3|Virtually everyone agrees that heart rate depends on the amount of blood pumped toward it by exercising muscles. When you contract your leg muscles during exercise, muscles squeeze veins near them to pump blood toward the heart. Then when leg muscles relax, the veins fill up with blood. The pumping action of leg muscles during exercise forces extra blood to the heart, which causes the heat to beat faster and contract stronger.|Clearly the website is very relevant for the query.|3
25475121|10|lower heart rate|http://www.hrspatients.org/patients/signs_symptoms/too_slow.asp|2|Welcome to the Patient Resources Section of the Heart Rhythm Society’s website. The Patient Resources section is intended to provide accurate and clear information about cardiac arrhythmia disorders.|i checked the info|2
38265360|52|lower heart rate|http://www.hrspatients.org/patients/signs_symptoms/too_slow.asp|2|Welcome to the Patient Resources Section of the Heart Rhythm Society’s website. The Patient Resources section is intended to provide accurate and clear information about cardiac arrhythmia disorders.|The website is for people with a heart defect, not for people wanting to lower their heart rate.|1
96255248|36|lower heart rate|http://www.hrspatients.org/patients/signs_symptoms/too_slow.asp|2|Welcome to the Patient Resources Section of the Heart Rhythm Society’s website. The Patient Resources section is intended to provide accurate and clear information about cardiac arrhythmia disorders.|It has to do with arrhythmia and may lend advice to lowering heart rate|2
80445296|126|lower heart rate|http://www.hrspatients.org/patients/signs_symptoms/too_slow.asp|2|Welcome to the Patient Resources Section of the Heart Rhythm Society’s website. The Patient Resources section is intended to provide accurate and clear information about cardiac arrhythmia disorders.|It has lots of information about human regular and healthy body functions regarding the heart rate however it doesn't specifically answer alice's question.|2
31659778|45|map of the united states|http://www.nationsonline.org/oneworld/usa__blank_map.htm|3|"___ Blank Map of the United States
USA, blank map of the United States, showing national and states borders.

keywords: mapping usa, america, map of the united states of america, map of america"|Agree because the website/link has details about the search query.|3
93122106|29|map of the united states|http://www.nationsonline.org/oneworld/usa__blank_map.htm|3|"___ Blank Map of the United States
USA, blank map of the United States, showing national and states borders.

keywords: mapping usa, america, map of the united states of america, map of america"|Is a nice blank map of the US. relevant.|3
94611377|898|map of the united states|http://www.nationsonline.org/oneworld/usa__blank_map.htm|3|"___ Blank Map of the United States
USA, blank map of the United States, showing national and states borders.

keywords: mapping usa, america, map of the united states of america, map of america"|There are many different US maps accessible from that web page|3
25475121|26|map of the united states|http://www.nationsonline.org/oneworld/usa__blank_map.htm|3|"___ Blank Map of the United States
USA, blank map of the United States, showing national and states borders.

keywords: mapping usa, america, map of the united states of america, map of america"|i checked the info|3
31659778|124|dinosaurs|http://pubs.usgs.gov/gip/dinosaurs/food.html|3|Some dinosaurs ate lizards, turtles, eggs, or early mammals. Some hunted other dinosaurs or scavenged dead animals. Most, however, ate plants (but not grass, which hadn't evolved yet). Rocks that contains dinosaur bones also contain fossil pollen and spores that indicate hundreds to thousands of types of plants existed during the Mesozoic Era. Many of these plants had edible leaves, including evergreen conifers (pine trees, redwoods, and their relatives), ferns, mosses, horsetail rushes, cycads, ginkos, and in the latter part of the dinosaur age flowering (fruiting) plants. Although the exact time of origin for flowering plants is still uncertain, the last of the dinosaurs certainly had fruit available to eat.|Agree because the website/link satisfies the search query.|3
90350533|160|dinosaurs|http://pubs.usgs.gov/gip/dinosaurs/food.html|3|Some dinosaurs ate lizards, turtles, eggs, or early mammals. Some hunted other dinosaurs or scavenged dead animals. Most, however, ate plants (but not grass, which hadn't evolved yet). Rocks that contains dinosaur bones also contain fossil pollen and spores that indicate hundreds to thousands of types of plants existed during the Mesozoic Era. Many of these plants had edible leaves, including evergreen conifers (pine trees, redwoods, and their relatives), ferns, mosses, horsetail rushes, cycads, ginkos, and in the latter part of the dinosaur age flowering (fruiting) plants. Although the exact time of origin for flowering plants is still uncertain, the last of the dinosaurs certainly had fruit available to eat.|The page talks about what did dinosaurs eat? It is relevant information.|3
25475121|11|dinosaurs|http://pubs.usgs.gov/gip/dinosaurs/food.html|3|Some dinosaurs ate lizards, turtles, eggs, or early mammals. Some hunted other dinosaurs or scavenged dead animals. Most, however, ate plants (but not grass, which hadn't evolved yet). Rocks that contains dinosaur bones also contain fossil pollen and spores that indicate hundreds to thousands of types of plants existed during the Mesozoic Era. Many of these plants had edible leaves, including evergreen conifers (pine trees, redwoods, and their relatives), ferns, mosses, horsetail rushes, cycads, ginkos, and in the latter part of the dinosaur age flowering (fruiting) plants. Although the exact time of origin for flowering plants is still uncertain, the last of the dinosaurs certainly had fruit available to eat.|i checked the info|3
19937580|49|dinosaurs|http://pubs.usgs.gov/gip/dinosaurs/food.html|3|Some dinosaurs ate lizards, turtles, eggs, or early mammals. Some hunted other dinosaurs or scavenged dead animals. Most, however, ate plants (but not grass, which hadn't evolved yet). Rocks that contains dinosaur bones also contain fossil pollen and spores that indicate hundreds to thousands of types of plants existed during the Mesozoic Era. Many of these plants had edible leaves, including evergreen conifers (pine trees, redwoods, and their relatives), ferns, mosses, horsetail rushes, cycads, ginkos, and in the latter part of the dinosaur age flowering (fruiting) plants. Although the exact time of origin for flowering plants is still uncertain, the last of the dinosaurs certainly had fruit available to eat.|I agree this website has a lot of information on dinosaurs.|3
31659778|777|dogs for adoption|http://petsfact.com/DogAdoption.php|2|"Dogs that are adopted from certified dog adoption centers usually have been vaccinated prior to being given for adoption.

Never reject a dog based on pedigree alone.

There are many websites that publish information on dog adoption."|The webpage satisfies the search query.|3
15353531|58|dogs for adoption|http://petsfact.com/DogAdoption.php|2|"Dogs that are adopted from certified dog adoption centers usually have been vaccinated prior to being given for adoption.

Never reject a dog based on pedigree alone.

There are many websites that publish information on dog adoption."|Has info on dog adoption but not an actual adoption website|2
